genus,root_diameter_mean,SRL_mean,RTD_mean,root_N_mean,root_P_mean,mycorrhizal_colonization_mean,EcoBank_amf_richness_mean,GlobalAMFungi_amf_richness_mean,EcoBank_prop_cult_mean,EcoBank_prop_ancestral_mean,EcoBank_prop_edaphophilic_mean,EcoBank_prop_rhizophilic_mean,n_species,n_fred_records,n_species_in_ecobank,n_species_in_globalamfungi
stenanthera,,,,,,,,,,,,,1,1.0,0,0
stenaria,,,,,,,,,,,,,1,1.0,0,0
stenosiphon,,,,,,,,,,,,,1,1.0,0,0
stenotus,,,,,,,,,,,,,1,2.0,0,0
sterculia,0.9360035655000001,33.06898808625,0.33385575483333335,16.58622389,1.2304,36.0,,,,,,,4,49.0,0,0
sticherus,0.29,16.8,0.84,2.07,0.08,,,,,,,,1,1.0,0,0
stipa,0.3491102106285714,51.69504567275,0.17688097466666666,9.438888888888888,0.95,9.09,17.291666666666668,62.375,21.201505487083335,1.2130589836388888,0.2289305740416667,98.26690692097223,29,183.0,6,2
stipagrostis,,12.57,,7.6,,,,,,,,,10,26.0,0,0
stirlingia,,,,,,,,,,,,,1,2.0,0,0
stratiotes,,,,,,,,,,,,,1,1.0,0,0
streblus,0.389215,12.58122619,0.400258918,,,,,,,,,,1,2.0,0,0
streptoloma,,,,,,,,,,,,,1,4.0,0,0
streptopus,,,,,,,,,,,,,1,2.0,0,0
strobilanthes,0.2688,136.4411732,0.134419355,20.015521,,,,,,,,,1,1.0,0,0
strombocarpa,,,,,,,,,,,,,1,2.0,0,0
strombosia,,0.8658420512820513,,,,,,,,,,,1,39.0,0,0
strychnos,,,,,,,,,,,,,4,14.0,0,0
stryphnodendron,,,,,,,,,,,,,2,5.0,0,0
styphelia,,19.7005716759375,0.51971046515625,,,,,,,,,,4,69.0,0,0
styphnolobium,0.585903375,24.78107685,0.18975,22.39659375,,,,,,,,,1,4.0,0,0
styrax,0.27965,54.45407407,0.3,15.289048,,,,,,,,,2,3.0,0,0
suaeda,,,,,,,,,,,,,8,15.0,0,0
succisa,,,,,,,,,,,,,1,2.0,0,0
sulla,,,,,,,,,,,,,1,2.0,0,0
suriana,,,,,,,10.0,,86.91463741,0.0,0.0,99.97324057,1,0.0,1,0
swainsona,,,,,,,12.666666666666668,,24.054242184166668,5.5851063825,0.0,92.73377988,2,0.0,2,0
sweetia,,,,,,,,,,,,,1,3.0,0,0
swertia,,,,,,,,,,,,,4,9.0,0,0
swietenia,,,,,,39.197291666666665,,,,,,,1,75.0,0,0
swinglea,0.377466667,15.21411938,0.344650356,22.54547834,,,,,,,,,1,2.0,0,0
sympegma,,5.54,,23.27,,,,,,,,,1,3.0,0,0
symphiotrichum,,,,,,,,169.16666666666666,,,,,1,0.0,0,1
symphoricarpos,0.302883333,49.10063542,0.337326723,,,,,,,,,,4,7.0,0,0
symphyoloma,,,,,,,,,,,,,1,1.0,0,0
symphyotrichum,0.31766083333333334,81.446921765625,0.21114232883333334,14.502034600833333,1.2,,,,,,,,11,38.0,0,0
symphytum,2.44023954,94.46,0.04312144,,,,,,,,,,1,6.0,0,0
symplocos,0.601788889,13.762073439666665,0.42697436699999997,4.21,1.23,,,,,,,,1,4.0,0,0
syntrichopappus,,,,,,,,,,,,,1,1.0,0,0
syrenia,,,,,,,,,,,,,1,4.0,0,0
syringa,0.5601893566470588,69.54208111466666,0.14944504266666667,20.663471405,,,,,,,,,4,22.0,0,0
syzygium,0.40520098756876455,53.18328249317249,0.30451745001893943,14.567194498888888,,61.0,,8.5,,,,,18,89.0,0,1
tabebuia,0.516566667,11.30030581,0.141971345,19.95786548,,,,,,,,,3,7.0,0,0
tabernaemontana,0.4157,19.28552758,0.273019681,22.11504579,,,,,,,,,1,2.0,0,0
tachigali,,,,,,,,,,,,,2,4.0,0,0
taeniatherum,,,,,,,,,,,,,1,7.0,0,0
tagetes,,44.84,0.081,10.3,,71.0,,,,,,,2,4.0,0,0
takhtajaniantha,,,,,,,,,,,,,3,9.0,0,0
talipariti,,,,,,,,9.846153846153847,,,,,1,0.0,0,1
tamarindus,0.313233333,9.693172709,0.667071995,9.647481839,,,,,,,,,1,2.0,0,0
tamarix,0.7975,,,14.84,,,,261.1904761904762,,,,,7,43.0,0,1
tanacetum,,,,,,,2.0,607.1666666666666,99.5991984,0.0,0.0,100.0,12,32.0,1,1
tanaecium,1.2440703984,10.86668597115,0.17824463035,18.878225172999997,1.0212541018947368,92.57142857142857,,,,,,,1,20.0,0,0
tapirira,0.5712127038181818,13.176046465,0.2804829070909091,16.18171818181818,0.769777628,42.97599227373913,,,,,,,1,37.0,0,0
taraxacum,1.4592100666666667,293.2427668248611,0.08862623416666666,23.205577503892858,,,28.0,14.571428571428571,34.44157424875,0.515544852125,0.43478260875,97.6944440075,12,124.0,1,1
tauscheria,,,,,,,,,,,,,1,4.0,0,0
taxodium,0.584927028,23.83052904285714,0.16252403685714287,4.696190201249999,,72.0425,,,,,,,1,15.0,0,0
taxus,0.7192553718333333,18.053629465833332,0.18882646749999998,9.518164574125,0.65,60.598617231999995,,,,,,,4,35.0,0,0
tecomella,,,,,,,,,,,,,1,2.0,0,0
tectona,,,,,,62.15,,,,,,,1,10.0,0,0
telekia,,,,,,,,,,,,,1,1.0,0,0
tenaxia,,,,,,,3.0,,0.0,0.0,0.0,100.0,2,6.0,1,0
tephroseris,0.33396161275,,0.2025357705,,,,,,,,,,3,10.0,0,0
tephrosia,,,,,,67.86,,,,,,,3,5.0,0,0
terminalia,1.3240108252,6.847805882049999,0.31468016275,7.564647011158333,0.43928879289166667,95.85714285714286,,,,,,,8,87.0,0,0
ternstroemia,0.759,8.94525,0.2745,8.15212,0.364202305,,,10.833333333333334,,,,,4,6.0,0,1
tetracme,,,,,,,,,,,,,1,1.0,0,0
tetractomia,0.50325,37.97375,0.14100000000000001,,,,,,,,,,1,4.0,0,0
tetradymia,,,,,,,,,,,,,1,1.0,0,0
tetragastris,,,,,,,,2.3333333333333335,,,,,1,0.0,0,1
tetragonia,,,,,,,,,,,,,1,1.0,0,0
tetraneuris,,,,,,,,,,,,,1,1.0,0,0
tetrapilus,0.39436,28.91,0.29,13.75,,90.0,,,,,,,1,1.0,0,0
tetraria,,,,,,,,,,,,,1,6.0,0,0
teucrium,0.8312857174999999,89.55341551325,0.37202257825,19.689999999999998,1.9,35.45277778,9.5,,27.223290934749997,0.029600295000000002,0.0,99.970399705,7,15.0,1,0
teyleria,0.659,4.96,,10.33,,,,,,,,,1,2.0,0,0
thalictrum,0.3293921428611111,88.27271994508332,0.126987898,14.135156691666666,,18.0,20.866666666666667,20.75,33.099337825266666,0.5451031391083334,0.27223122948333334,98.33489142883333,9,47.0,2,2
thamnosma,,,,,,,,,,,,,1,3.0,0,0
thelesperma,,,,,,,,,,,,,1,1.0,0,0
thelypteris,,,,,,,,,,,,,1,1.0,0,0
themeda,0.37,61.55,,,,50.26,34.148936170212764,18.333333333333332,7.9463520183617025,0.6408659095744681,0.10573098576595745,97.96412938978723,2,14.0,1,1
theobroma,0.5093527508090615,13.162650602409638,0.5013916666666667,13.091666666666667,,,,,,,,,1,542.0,0,0
thermopsis,0.248125,103.9024606,0.272450855,,,,,,,,,,2,9.0,0,0
thespesia,,,,,,,,,,,,,1,2.0,0,0
thinopyrum,,,,,,,,,,,,,4,13.0,0,0
thlaspi,1.5575448,361.16688061455557,0.042277444,19.21671629,,,,,,,,,4,11.0,0,0
thuja,0.4817264466363636,56.777195679818185,0.26884770016666665,10.863976141,,86.74722222,,,,,,,3,39.0,0,0
thujopsis,,,,,,,,,,,,,1,2.0,0,0
thylacospermum,,,,,,,,,,,,,1,0.0,1,0
thymbra,,,,,,,,,,,,,1,1.0,0,0
thymelaea,0.3998,5.337819642,0.52047564,,,,,,,,,,1,4.0,0,0
thymus,0.7168033312000001,181.36610198175,0.48137681020833334,9.205,,,16.0625,47.75,27.2460104958125,0.2001161429375,0.1676116459375,97.50418092625,11,38.0,2,2
thynus,,14.88,,6.43,,,,,,,,,1,1.0,0,0
thysanotus,,,,,,,,,,,,,1,1.0,0,0
tiarella,,88.7,,,,,,,,,,,1,1.0,0,0
tibouchina,,,,,,,,,,,,,1,1.0,0,0
tidestromia,,,,,,,,,,,,,1,2.0,0,0
tilia,0.40760862733958336,82.1154410153077,0.2998072734270833,11.575302065499999,1.3076190476190475,84.06666666666666,,,,,,,9,192.0,0,0
tocoyena,,0.40075,,,,,,,,,,,1,2.0,0,0
tofieldia,0.565,,,,,,,,,,,,2,13.0,0,0
tordylium,0.281,267.86,0.09,15.615,2.8,,,,,,,,1,4.0,0,0
torminalis,,,,,,,,,,,,,1,3.0,0,0
tornabenea,,,,,,,15.142857142857142,,40.17749784914286,10.738024193714285,0.9624457752857144,87.86499293142857,1,0.0,1,0
torreya,1.0087555555,5.075993082666667,0.28347614433333335,,,,,,,,,,2,10.0,0,0
townsendia,,47.32943198,,9.15694356,,,,,,,,,1,4.0,0,0
toxicodendron,0.545566667,12.44041789,0.406961912,10.166666666666668,0.6416666666666666,,,3.857142857142857,,,,,4,8.0,0,1
toxicoscordion,0.3483,82.315,0.123076923,,,,,,,,,,1,1.0,0,0
trachelospermum,0.2914,77.518501835,0.2,20.544027999999997,,,,,,,,,1,2.0,0,0
trachycarpus,,,,,,,20.833333333333332,,14.480295442666666,4.6089913266666676,0.5957597763333333,69.47560854166666,1,0.0,1,0
trachydium,,,,,,,,,,,,,1,1.0,0,0
trachypogon,,,,,,,,,,,,,1,2.0,0,0
trachystemon,,,,,,,13.428571428571429,18.5,25.671889681142858,4.599001775,0.0,95.39611755714284,1,0.0,1,1
tradescantia,0.34994000000000003,,0.287977,,,,,,,,,,7,11.0,0,0
tragopogon,1.420751385,128.21682465555554,0.1567833205,11.36849523,,,3.0,,1.986754967,0.0,0.0,100.0,7,18.0,1,0
tragus,,,,,,,,,,,,,1,1.0,0,0
trattinnickia,0.215,62.84859551,0.438423645,21.93346,0.759184643,,,,,,,,1,1.0,0,0
traunsteinera,,,,,,,,,,,,,1,1.0,0,0
trema,,,,,,,,,,,,,1,30.0,0,0
trevoa,,,,,,,,,,,,,1,1.0,0,0
trianthema,,,,,,44.14,,,,,,,2,5.0,0,0
tribolium,,,,,,,11.0,,34.7826087,11.5942029,0.0,82.60869565,1,0.0,1,0
tribulus,,,,,,,,,,,,,2,3.0,0,0
trichilia,0.72301,14.3139494824,0.30729487240000003,23.237512,2.253667595,,,,,,,,3,30.0,0,0
trichodesma,,,,,,41.53,,,,,,,2,2.0,0,0
trichophorum,0.425,35.47,,4.4,,,,,,,,,2,5.0,0,0
trichostigma,,,,,,,,,,,,,1,2.0,0,0
tricoryne,,,,,,,9.5,1.0,1.73767253875,9.642280827,0.0,88.5632380475,1,0.0,1,1
tridax,,,,,,80.81,,,,,,,1,1.0,0,0
trientalis,,,,,,,9.25,23.0,6.730318730625,0.88105894,1.23787143725,97.593240675,1,0.0,1,1
trifolium,1.1272841456825797,236.57223423026258,0.09506858862934363,22.683177048589744,1.9318946320833335,23.52722016986111,15.0,46.72222222222222,31.014934679,3.06563591325,0.1439290685,96.51233779,30,276.0,1,2
triglochin,,,,,,,,,,,,,2,4.0,0,0
trigonella,,,,,,,,,,,,,3,5.0,0,0
trinia,,,,,,,,,,,,,2,4.0,0,0
triodia,,,,,,,,,,,,,1,1.0,0,0
tripidium,,,,,,,,,,,,,2,5.0,0,0
triplaris,0.2980966665,4.183620361,0.5231482925,16.578842205,,,,,,,,,1,6.0,0,0
tripleurospermum,2.17653749,293.7,0.074594309,,,,,,,,,,3,5.0,0,0
triplochiton,,,,,,,,,,,,,1,1.0,0,0
triplophyllum,,,,,,,12.333333333333334,2.0,2.824646449333333,0.0,0.0,78.84350869333333,1,0.0,1,1
tripolium,,,,,,,,,,,,,1,2.0,0,0
tripsacum,,,,,,,,,,,,,2,2.0,0,0
triptilodiscus,,,,,,,5.0,,33.486707568,0.0,0.0,100.0,1,0.0,1,0
triraphis,,,,,,,19.375,102.6,5.193787490125,0.336544753,0.015489467125,99.1079684425,1,0.0,1,1
triricum,,,,,,,,,,,,,1,1.0,0,0
trisetum,0.84421749,373.89588557499997,0.16380720425,12.272,,,11.0,,23.37164751,0.095785441,0.095785441,99.80842912,3,39.0,2,0
tristachya,,,,,,,,,,,,,1,1.0,0,0
tristaniopsis,0.304875,40.7114375,0.3931875,,,,,,,,,,2,12.0,0,0
triticum,0.5,37.42,,13.877500000000001,,,,41.785714285714285,,,,,3,225.0,0,1
triumfetta,,,,,,,,,,,,,1,2.0,0,0
trollius,,,,12.83182565,1.717210592,,,,,,,,3,14.0,0,0
trymatococcus,0.581,7.46,0.531,,,,,,,,,,1,1.0,0,0
tsuga,0.45847637757142856,26.29294064588889,0.26428445777777776,2.5908902874999997,,,,,,,,,4,45.0,0,0
tulipa,,,,,,,,,,,,,7,16.0,0,0
turaniphytum,,,,,,,,,,,,,1,2.0,0,0
turpinia,0.6015666666666667,27.49619348666667,0.14075567566666666,22.55244,,,,,,,,,1,3.0,0,0
turraeanthus,,0.8691358958333333,,,,,,,,,,,1,48.0,0,0
turritis,,,,,,,,,,,,,1,1.0,0,0
tussilago,,,,,,,25.0,,17.96367848,0.071684588,0.35023612,99.57807929500001,1,7.0,1,0
tylecodon,,,,,,,,,,,,,1,1.0,0,0
typha,,,,,,,,,,,,,1,1.0,0,0
uapaca,,,,,,,,,,,,,2,10.0,0,0
ulex,0.3731791665,9.189147922,0.7167318595000001,,,,,,,,,,3,6.0,0,0
ulmus,0.3841115255707606,56.049115354150366,0.3346679827153846,12.750620755714285,1.925,12.58405172,,,,,,,10,142.0,0,0
umbilicus,,,,,,,15.5,,23.77636621625,4.27597062,0.753746176,92.1180428525,1,0.0,1,0
unonopsis,0.5362583335,9.803491803,0.307490915,,,,,,,,,,1,2.0,0,0
urera,,,,,,,,,,,,,2,54.0,0,0
urochloa,,,,7.3625,0.29000000000000004,15.24,,,,,,,4,10.0,0,0
ursinia,,,,,,,,,,,,,1,1.0,0,0
urtica,2.08850703,410.3333333,0.035272517,,,,,,,,,,3,10.0,0,0
utania,,,,,,,,,,,,,2,5.0,0,0
vaccaria,,,,,,,,,,,,,2,3.0,0,0
vaccinium,0.19163517654761905,234.42837828434153,0.44671519470000004,9.917124145231982,1.1471503716969698,37.423802308571425,,,,,,,13,225.0,0,0
vachellia,,,,17.8,1.1,61.595,,118.75,,,,,18,72.0,0,2
valeriana,1.2418358954,371.7014814666666,0.19477964009999998,8.572,0.626602865,,9.0,,4.491571372,0.0,4.146011717,95.853988285,14,46.0,1,0
valerianella,,,,,,,,,,,,,3,3.0,0,0
vepris,0.75,6.35,0.39,,,,,,,,,,1,1.0,0,0
veratrum,0.3396,126.313532905,0.093278814,14.39414,,,3.5,6.0,36.8506493525,2.8814935065,0.0,91.72077922,4,17.0,1,1
verbascum,0.33,42.494974729999996,0.19,10.57730317,,,,,,,,,5,15.0,0,0
verbena,0.32,69.43757851,0.13,14.37707663,,,,,,,,,5,12.0,0,0
verbesina,0.4536,,0.312013,,,,,,,,,,1,1.0,0,0
verinica,,,,,,,,,,,,,1,1.0,0,0
vernicia,,,,,,,,,,,,,1,1.0,0,0
vernonia,0.33183,,0.34941,,,,,,,,,,1,6.0,0,0
veronia,0.31,123.0,0.11,,,,,,,,,,1,1.0,0,0
veronica,1.5712219962962963,383.07217755738196,0.08747653406666667,12.24183644875,1.8963840619999999,,13.63974358974359,10.333333333333334,43.88296552424615,6.816618837867309,0.0079849906,92.77018827707691,32,165.0,7,2
veronicastrum,0.3,131.0,0.11,,,,,,,,,,1,1.0,0,0
viburnum,0.6557677708888888,9.864147367571428,0.4086713396428571,12.919535833333333,,51.35300926,,,,,,,9,24.0,0,0
vicia,2.4901793859444443,119.6032497903,0.07985094775,27.1532536275,,18.7,,,,,,,19,88.0,0,0
vietnamosasa,,,,11.3,,,4.75,30.0,10.59322034,0.0,0.0,89.5480226,1,1.0,1,1
vigna,,,,,,,,,,,,,2,3.0,0,0
vinca,,,,,,,15.25,38.5,39.955848402250005,1.64816415675,0.0,97.42590992,2,2.0,1,1
vincetoxicum,,,,,,,14.75,10.5,30.711156238500003,0.0,0.0,99.35221662000001,2,3.0,1,1
viola,0.8925538225,225.8074323511111,0.1881059205,19.023665627,3.710551383,,17.563492063492063,1.6666666666666667,21.73106511799603,4.013544570972222,1.2954442231547618,87.96918930142857,27,71.0,2,1
virola,1.44,3.223735484,0.190464488,20.00952,1.115194985,31.867356232541177,,2.6666666666666665,,,,,3,45.0,0,1
viscaria,,,,,,,,,,,,,2,2.0,0,0
vismia,,,,,,,,,,,,,4,8.0,0,0
vitellaria,,,,,,,,,,,,,1,1.0,0,0
vitex,0.5437833333333334,41.355838515,0.11565265225,22.5,,66.27,,,,,,,2,13.0,0,0
vitis,0.45519194440972227,42.30063251233056,0.2681549781777778,26.766694164999997,,34.2953125008125,,84.60526315789474,,,,,3,53.0,0,1
vochysia,,,,,,,,,,,,,2,2.0,0,0
voyria,,,,,,,,6.518518518518518,,,,,1,0.0,0,1
wahlenbergia,,8.806402597666667,0.18879210233333335,,,,,,,,,,1,6.0,0,0
waldheimia,,,,,,,3.4166666666666665,,51.28579209416667,33.543417366999996,11.018713040333331,55.391184251333335,3,0.0,3,0
washingtonia,,,,,,,,,,,,,1,1.0,0,0
watsonia,,,,,,,,,,,,,1,3.0,0,0
weigela,,,,,,,,,,,,,1,1.0,0,0
weinmannia,0.4067681969309524,20.509215317354762,0.5265949915761905,8.349687452380953,0.44642624731944447,,,,,,,,7,32.0,0,0
welwitschia,,,,,,,,,,,,,1,1.0,0,0
wendlandia,0.22417,45.27,0.43,18.79,,78.0,,,,,,,2,3.0,0,0
whipplea,,,,,,,,,,,,,1,1.0,0,0
willemetia,,,,,,,,,,,,,1,1.0,0,0
withania,0.3918,5.831896907,0.461331482,,,,,,,,,,1,1.0,0,0
woodwardia,,0.78260982775,,5.10658505275,0.55240224175,,,,,,,,1,4.0,0,0
wulfenia,,,,,,,,,,,,,1,3.0,0,0
wurfbainia,0.231955556,187.4048069,0.133168538,14.848926,,,,,,,,,1,1.0,0,0
wyethia,,,,,,,,,,,,,1,4.0,0,0
xanthisma,0.3163,109.90261269,0.106666667,12.77929187,,,,,,,,,2,10.0,0,0
xanthium,0.45453,,0.160897,,,,,,,,,,1,5.0,0,0
xanthophyllum,0.59160833325,15.801742401750001,0.37598925650000004,8.445,0.45499999999999996,,,,,,,,2,9.0,0,0
xanthorrhoea,,,,,,,,,,,,,1,1.0,0,0
xanthostemon,,,,,,,5.5,,0.751890386,0.110864745,0.0,55.017340385,1,0.0,1,0
xenostegia,,,,,,82.33,,,,,,,1,1.0,0,0
xyris,,,,,,,,,,,,,1,1.0,0,0
yucca,,,,,,,,,,,,,3,14.0,0,0
zabelia,0.5292,30.94705706,0.146696035,19.14759733,,,,,,,,,1,1.0,0,0
zamia,0.327513889,58.8724502,0.21967511933333336,2.521669427,,,,,,,,,1,4.0,0,0
zanthoxylum,,,,15.6,0.42,,,,,,,,5,45.0,0,0
zea,,,,16.5,,73.71382011450001,,995.5079365079365,,,,,1,102.0,0,1
zilla,,,,,,,,,,,,,2,4.0,0,0
zinnia,,43.98,0.136,8.3,,39.0,,,,,,,4,7.0,0,0
zizia,0.3105,100.0,0.1313715,,,,,,,,,,1,2.0,0,0
ziziphora,,,,,,,,,,,,,3,5.0,0,0
ziziphus,,,,,,,,,,,,,6,10.0,0,0
zornia,,,,,,87.95,,,,,,,1,1.0,0,0
zuccagnia,,,,,,,,,,,,,1,1.0,0,0
zygia,0.367,26.16,0.362,,,,,,,,,,1,1.0,0,0
zygophyllum,,12.13,,8.94,,,,,,,,,15,28.0,0,0
zyziphus,,,,,,,,1.0,,,,,1,0.0,0,1
