sample_id,plant_species,latitude,longitude,MAT,MAP,pH,amf_seq_richness,amf_genus_richness,total_reads
1524,Themeda triandra,-2.5811,35.1411,20.3,674,7.0,28,3,1507
1525,Digitaria macroblephara,-2.5811,35.1411,20.3,674,7.0,16,2,391
1527,Vachellia erioloba,-24.6778,28.6608,19.5,581,6.2,30,1,1830
1528,Digitaria macroblephara,-1.808,35.2133,19.6,902,5.5,13,3,225
1529,Sporobolus fimbriatus,-2.6814,35.1208,20.0,726,6.8,283,4,255777
1530,Azorella trifurcata,-52.055,-71.4225,6.3,344,5.3,13,2,228
1531,Chondrosum gracile,50.7667,-104.617,3.1,412,6.9,18,2,828
1535,Hyparrhenia hirta,37.824,-1.16193,17.7,271,8.37,16,3,227
1536,Eragostis tef,-25.9954,29.1861,16.0,778,4.12,459,4,929249
1537,Stachys sylvatica,50.8461,4.88374,10.4,725,6.085,281,3,256201
1540,Helictochloa pratensis,56.5364,16.4769,7.8,518,6.7,79,1,12403
1541,Asphodelus aestivus,39.4083,2.74528,17.3,616,7.2,66,3,11195
1542,Agropyron cristatum,47.7578,107.132,-2.4,271,,27,3,827
1543,Plantago lanceolata,60.3654,19.7891,6.2,549,,27,3,1929
1547,Botrychium lunaria,46.1964,7.48473,-0.9,1041,6.24,48,2,24522
1549,Poncirus trifoliata,25.2827,114.971,20.3,1436,6.4,2,1,6
1550,Morella rubra,29.25,118.12,15.6,2110,,1,1,1
1552,Itea oblonga,29.25,118.12,15.6,2110,,4,2,19
1554,Tamarix aphylla,34.66,3.25,15.1,287,,525,2,2188749
1555,Tamarix aphylla,32.91,2.5,19.3,127,,69,4,16320
1556,Tamarix aphylla,35.7,2.83,17.0,412,,398,2,1108388
1557,Tamarix aphylla,35.07,3.02,16.3,315,,249,2,542167
1559,Allium bidentatum,47.7578,107.132,-2.4,271,,28,2,1080
1560,Botrychium lunaria,46.2045,7.48362,-0.7,1044,4.86,10,1,370
1561,Botrychium lunaria,46.1963,7.48522,-0.9,1041,5.93,19,3,2160
1562,Botrychium lunaria,46.1964,7.48528,-0.9,1041,5.25,14,1,1260
1563,Botrychium lunaria,46.0885,7.53921,0.6,844,5.3,129,1,157251
1564,Botrychium lunaria,46.2044,7.48378,-0.7,1044,5.29,87,3,78126
1565,Maianthemum bifolium,61.2603,73.148,-1.5,561,4.1,17,1,3808
1567,Botrychium lunaria,46.1964,7.48476,-0.9,1041,6.23,26,2,2480
1568,Botrychium lunaria,46.0886,7.53883,0.6,844,5.55,26,1,3146
1572,Asclepias speciosa,46.3219,-114.129,8.7,295,,268,3,79636
1573,Poncirus trifoliata,25.2827,114.971,20.3,1436,6.4,3,1,12
1575,Botrychium lunaria,46.0885,7.53906,0.6,844,5.37,161,1,218316
1576,Botrychium lunaria,46.0886,7.53882,0.6,844,5.66,21,1,23478
1577,Botrychium lunaria,46.1964,7.48504,-0.9,1041,5.93,158,1,166058
1578,Festuca vivipara,64.9456,-23.3558,4.2,1280,4.8,1,1,1
1579,Botrychium lunaria,46.2045,7.48362,-0.7,1044,5.09,11,1,748
1580,Botrychium lunaria,46.0872,7.54381,-0.3,886,6.73,61,3,8742
1581,Botrychium lunaria,46.2045,7.48362,-0.7,1044,5.45,12,2,1651
1582,Botrychium lunaria,46.2041,7.48342,-0.7,1044,5.29,5,1,190
1583,Botrychium lunaria,46.2043,7.4835,-0.7,1044,4.95,7,2,69
1585,Botrychium lunaria,46.1965,7.48475,-0.9,1041,5.28,150,2,474119
1586,Botrychium lunaria,46.0885,7.53918,0.6,844,5.54,3,2,51
1587,Botrychium lunaria,46.2044,7.48377,-0.7,1044,4.95,10,1,900
1588,Botrychium lunaria,46.0885,7.53919,0.6,844,5.43,36,1,206784
1595,Convallaria majalis,58.28,27.32,5.8,628,,13,1,832
1596,Plantago lanceolata,60.1406,20.2686,6.2,548,5.1,126,6,13235
1599,Stachys sylvatica,50.8869,4.99069,10.4,739,5.626,117,2,38630
1600,Azorella trifurcata,-52.055,-71.4225,6.3,344,5.3,8,1,120
1602,Plantago lanceolata,60.3651,19.7889,6.2,549,6.8,84,4,12569
1608,Eragostis tef,-26.0035,29.1947,16.0,757,4.69,1128,5,7188905
1610,Alnus glutinosa,50.8872,4.99079,10.4,739,5.294,45,1,6030
1613,Botrychium lunaria,46.1963,7.48475,-0.9,1041,5.98,15,1,2340
1614,Malus domestica,50.73,5.14,10.1,801,6.9,11,1,1430
1615,Plantago lanceolata,60.1304,20.2753,6.2,555,5.2,6,2,20
1617,Eragostis tef,-25.9984,29.1856,16.0,778,4.39,1449,3,19612572
1618,Alnus glutinosa,50.8714,4.98632,10.5,734,5.18,3,2,5
1624,Asclepias speciosa,46.3219,-114.129,8.7,295,,43,3,1211
1625,Plantago lanceolata,60.3346,19.8006,6.1,563,4.5,26,3,572
1626,Taraxacum officinale,-52.058,-71.4211,6.3,344,5.5,43,2,3490
1629,Veronica incana,47.7578,107.132,-2.4,271,,4,3,6
1633,Hedera helix,43.5911,-1.2481,14.4,1374,,87,2,17091
1634,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,119,3,110188
1638,Asclepias speciosa,46.3219,-114.129,8.7,295,,87,2,7059
1641,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,349,6,1195827
1643,Asclepias speciosa,46.3219,-114.129,8.7,295,,695,3,583783
1647,Asclepias speciosa,46.3219,-114.129,8.7,295,,502,2,278434
1661,Artemisia frigida,47.7578,107.132,-2.4,271,,12,2,204
1668,Goodenia geniculata,-37.3333,142.15,13.5,643,5.0,5,1,45
1671,Stachys sylvatica,50.8724,4.98985,10.5,734,5.731,65,2,12277
1678,Botrychium lunaria,46.0872,7.5438,-0.3,886,6.62,24,3,1679
1679,Botrychium lunaria,46.0874,7.54378,-0.3,886,6.65,7,2,73
1680,Botrychium lunaria,46.0872,7.54383,-0.3,886,6.56,11,2,241
1681,Botrychium lunaria,46.0876,7.54401,-0.3,886,6.79,70,3,39135
1682,Botrychium lunaria,46.1963,7.48525,-0.9,1041,6.1,25,2,3146
1683,Botrychium lunaria,46.1965,7.48474,-0.9,1041,5.65,34,1,5168
1684,Botrychium lunaria,46.1964,7.48526,-0.9,1041,5.68,13,2,445
1685,Botrychium lunaria,46.0886,7.53896,0.6,844,5.24,175,1,233450
1686,Botrychium lunaria,46.0876,7.54386,-0.3,886,6.71,11,2,200
1687,Botrychium lunaria,46.1964,7.48503,-0.9,1041,5.55,47,2,9340
1688,Botrychium lunaria,46.0874,7.54379,-0.3,886,6.41,6,2,77
1689,Botrychium lunaria,46.0874,7.54378,-0.3,886,6.7,4,2,10
1690,Botrychium lunaria,46.0876,7.54386,-0.3,886,6.63,5,2,94
1691,Botrychium lunaria,46.1963,7.485,-0.9,1041,5.9,11,2,340
1692,Botrychium lunaria,46.1963,7.48502,-0.9,1041,6.41,42,3,17764
1693,Botrychium lunaria,46.0874,7.5439,-0.3,886,6.48,2,1,38
1694,Botrychium lunaria,46.1963,7.485,-0.9,1041,5.94,303,3,274893
1695,Botrychium lunaria,46.0874,7.54391,-0.3,886,6.55,39,2,11102
1696,Botrychium lunaria,46.1964,7.48502,-0.9,1041,5.65,13,2,2425
1698,Alnus glutinosa,50.8623,4.96335,10.5,741,5.753,3,1,132
1699,Malus domestica,50.77,5.15,10.2,838,6.6,4,1,156
1701,Rubus saxatilis,58.28,27.32,5.8,628,,379,1,2963780
1702,Campanula jacobaea,15.1803,-23.6908,20.6,335,5.2,13,4,77
1703,Stachys sylvatica,50.8424,4.88869,10.4,725,7.512,297,2,252684
1705,Plantago lanceolata,60.0741,20.1638,6.3,517,5.7,163,5,52457
1708,Eragostis tef,-26.0042,29.1973,16.0,757,4.69,468,3,612018
1709,Achillea millefolium,68.2381,17.4261,2.7,622,4.7,123,1,131487
1711,Eragostis tef,-26.0029,29.1899,16.0,775,4.16,315,6,589635
1713,Nicotiana glauca,37.8278,-0.765528,19.1,266,8.4,211,4,234869
1714,Acer platanoides,45.43,-73.94,7.3,1025,5.44,132,1,52272
1715,Acer saccharum,45.43,-73.94,7.3,1025,5.66,110,2,14036
1717,Plantago lanceolata,60.3447,19.9239,6.1,569,6.1,154,2,66770
1718,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,216,2,505044
1719,Eragostis tef,-26.009,29.2012,16.1,738,4.03,336,3,547456
1720,Photinia glabra,29.25,118.12,15.6,2110,,1,1,1
1724,Simarouba amara,9.11006,-79.8434,26.1,2921,5.5,3,2,6
1726,Rubus saxatilis,58.28,27.32,5.8,628,,101,1,96253
1727,Ternstroemia gymnanthera,29.25,118.12,15.6,2110,,47,1,10340
1733,Plantago lanceolata,60.3346,19.8006,6.1,563,4.6,9,2,81
1736,Eragostis tef,-25.9999,29.1872,16.0,778,4.39,664,7,661035
1739,Spinifex sericeus,-36.9183,174.453,15.4,1407,6.56,39,1,6318
1741,Cenchrus setaceus,38.0804,-1.1504,17.7,374,8.45,5243,3,156203497
1750,Megathyrsus maximus,-24.7514,28.5761,19.2,631,4.2,50,1,5550
1752,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,92,1,86940
1755,Plantago lanceolata,60.218,19.5405,6.3,522,6.0,4,4,10
1763,Asclepias speciosa,46.3219,-114.129,8.7,295,,295,3,103379
1765,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,82,3,57922
1766,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,97,2,81985
1767,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,395,5,1505469
1768,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,132,4,112551
1769,Azorella trifurcata,-52.055,-71.4225,6.3,344,5.3,14,3,290
1771,Plantago lanceolata,60.1406,20.2686,6.2,548,5.1,62,4,3093
1772,NA_,68.2381,17.4261,2.7,622,4.7,127,2,37927
1773,Botrychium lunaria,46.0884,7.53911,0.6,844,5.34,159,1,241998
1777,Plantago lanceolata,60.213,19.6715,6.3,504,5.9,12,2,189
1780,Eragostis tef,-26.0,29.1887,16.0,778,4.39,586,6,1077168
1781,Stachys sylvatica,50.8516,4.91323,10.4,729,5.928,174,2,97573
1787,Hyparrhenia hirta,38.2182,-0.50816,18.9,306,8.61,1573,3,13228249
1788,Eragostis tef,-26.0083,29.2022,16.1,738,4.03,878,4,4262277
1791,Triraphis mollis,-23.7669,133.876,22.4,278,4.9,1,1,2
1792,Cenchrus ciliaris,-23.7669,133.876,22.4,278,4.9,3,1,30
1794,Plantago lanceolata,60.3468,19.9274,6.2,552,,3,2,5
1799,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,99,4,86308
1806,Plantago lanceolata,60.3346,19.8006,6.1,563,4.6,38,3,1864
1807,Malus domestica,50.82,4.76,10.3,765,6.6,19,2,505
1812,Plantago lanceolata,60.0741,20.1638,6.3,517,5.7,113,3,35113
1813,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,301,4,816465
1816,Digitaria eriantha,-24.7514,28.5761,19.2,631,4.2,15,2,357
1817,Stachys sylvatica,50.8408,4.91774,10.4,750,4.865,273,1,371007
1824,Asclepias speciosa,46.3219,-114.129,8.7,295,,851,3,1616141
1828,Eragostis tef,-26.0033,29.1963,16.0,757,4.69,372,5,355024
1829,Stachys sylvatica,50.8663,4.96412,10.5,741,,5,1,110
1830,Plantago lanceolata,60.218,19.5405,6.3,522,5.7,10,2,119
1831,Stachys sylvatica,50.8623,4.96335,10.5,741,4.874,221,2,191436
1833,Tamarix aphylla,32.91,2.5,19.3,127,,25,2,1935
1838,Faidherbia albida,-18.884,34.4106,24.6,988,,156,3,27455
1840,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,106,5,84701
1844,Eragostis tef,-25.9993,29.1869,16.0,778,4.39,1192,3,9892091
1846,Tamarix aphylla,35.07,3.02,16.3,315,,317,2,647803
1851,Malus domestica,50.82,4.76,10.3,765,6.6,45,2,4496
1853,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,71,3,33573
1854,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,58,2,29356
1855,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,60,2,27318
1856,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,61,3,22587
1859,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,41,4,9957
1860,NA_,68.1719,17.7351,-1.0,655,3.3,3,1,12
1868,Plantago lanceolata,60.2183,19.5392,6.3,522,6.1,2,1,4
1873,Cocos nucifera,-15.0794,-148.148,27.0,1810,7.3,1,1,2
1874,Asclepias speciosa,46.3219,-114.129,8.7,295,,1235,2,3404477
1878,Asclepias speciosa,46.3219,-114.129,8.7,295,,513,3,476146
1880,Eragostis tef,-26.0018,29.1908,16.0,775,4.16,1284,6,4151740
1881,Plantago lanceolata,60.3465,19.9281,6.2,552,,25,2,905
1882,Capparis erythrocarpus,-18.9118,34.3904,24.6,967,,2,1,4
1887,Botrychium lunaria,46.0886,7.53895,0.6,844,5.02,3,1,36
1897,Malus domestica,50.92,5.41,10.5,764,4.9,1,1,1
1898,Plantago lanceolata,60.3343,19.8005,6.1,563,5.3,517,4,915211
1899,Plantago lanceolata,60.3347,19.8004,6.1,563,6.0,240,3,181766
1902,Plantago lanceolata,60.1407,20.2685,6.2,548,5.7,6,1,48
1903,Trifolium pratense,68.2381,17.4261,2.7,622,4.7,2,1,4
1908,Plantago lanceolata,60.3344,19.8007,6.1,563,5.3,16,3,132
1911,Plantago lanceolata,60.3648,19.7892,6.2,549,,2,1,4
1912,Plantago lanceolata,60.3447,19.9242,6.1,569,6.3,17,2,1057
1916,Voyria tenella,9.11006,-79.8434,26.1,2921,,4,1,20
1917,Acer platanoides,45.43,-73.94,7.3,1025,6.1,26,1,1248
1922,Plantago lanceolata,58.1075,22.1917,7.0,583,7.1,11,1,231
1923,Tamarix aphylla,34.66,3.25,15.1,287,,442,1,1545674
1928,Asclepias speciosa,46.3219,-114.129,8.7,295,,182,1,73528
1929,Hedera colchica,41.9408,43.4192,7.8,984,4.8,5,1,13
1940,Nicotiana glauca,38.0334,-1.16275,18.5,299,8.69,238,4,958093
1943,Trifolium repens,68.1656,17.7002,-1.0,657,4.23,49,1,3773
1959,Sorghum bicolor,13.101,32.7611,28.7,333,8.17,153,2,248721
1989,Sorghum bicolor,13.101,32.7611,28.7,333,8.17,83,2,161846
1994,Cenchrus setaceus,37.8245,-1.1621,17.7,271,8.76,26,4,390
1998,Galium verum,58.1094,22.1914,7.1,576,7.1,4,1,20
1999,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,117,3,120639
2001,Malus domestica,50.76,5.05,10.2,821,4.9,1,1,1
2002,Tamarix aphylla,32.91,2.5,19.3,127,,2,1,8
2006,Convallaria majalis,58.28,27.32,5.8,628,,10,1,530
2013,Alnus glutinosa,50.8724,4.98985,10.5,734,6.471,1,1,1
2016,Plantago lanceolata,60.2357,19.5433,6.3,527,5.0,31,3,1651
2018,Botrychium lunaria,46.2043,7.4835,-0.7,1044,5.06,6,2,156
2020,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,180,3,320532
2021,Arum italicum,43.5911,-1.2481,14.4,1374,,68,1,16116
2022,Eragostis tef,-26.0085,29.2012,16.1,738,4.03,626,6,1172759
2026,Stachys sylvatica,50.8614,4.96331,10.5,741,4.476,262,2,188836
2027,Trifolium repens,68.24,17.4253,2.7,622,4.1,301,1,1007146
2028,Hyparrhenia hirta,37.8245,-1.1621,17.7,271,8.37,22,3,355
2029,Chamaecyparis obtusa,35.3386,139.056,13.8,1607,,10,4,148
2030,Plantago lanceolata,60.3471,19.9274,6.2,552,6.8,2,1,4
2032,Poncirus trifoliata,25.2827,114.971,20.3,1436,6.4,2,1,48
2034,Acer saccharum,45.43,-73.94,7.3,1025,5.77,67,1,12797
2041,Plantago lanceolata,60.1302,20.2755,6.2,555,6.3,2,2,2
2044,Asclepias speciosa,46.3219,-114.129,8.7,295,,12,1,204
2047,Asclepias speciosa,46.3219,-114.129,8.7,295,,1172,2,2704849
2055,NA_,34.9603,135.938,15.7,1537,,6,1,102
2057,Camellia fraterna,29.25,118.12,15.6,2110,,1,1,1
2059,Asclepias speciosa,46.3219,-114.129,8.7,295,,682,2,684276
2066,Sorghum bicolor,13.101,32.7611,28.7,333,8.17,33,2,5973
2068,Alnus glutinosa,50.861,4.96012,10.5,741,5.637,1,1,1
2069,Itea oblonga,29.25,118.12,15.6,2110,,9,2,90
2070,Thalictrum minus,56.0583,159.904,0.1,476,4.9,98,2,28742
2072,Populus deltoides,30.4689,116.991,17.5,1392,7.88,49,3,4861
2073,Alnus glutinosa,50.8625,4.96292,10.5,741,3.748,61,1,60878
2076,Commelina benghalensis,-24.7514,28.5761,19.2,631,4.2,7,2,49
2085,Cenchrus setaceus,38.221,-0.50939,18.7,339,8.67,6340,3,242365124
2089,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,388,3,1421709
2090,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,303,1,896577
2092,Plantago lanceolata,60.2357,19.5433,6.3,527,5.0,194,1,161602
2096,Stachys sylvatica,50.8661,4.97416,10.5,738,5.534,70,3,6061
2097,Botrychium lunaria,46.0885,7.53909,0.6,844,5.22,39,2,16569
2099,Cocos nucifera,-15.1247,-148.227,27.0,1872,7.2,22,1,880
2109,Ajuga reptans,43.5911,-1.2481,14.4,1374,,15,2,290
2110,Eragrostis barrelieri,-23.7669,133.876,22.4,278,4.9,249,1,339636
2112,Eragostis tef,-25.9945,29.1861,16.0,778,4.12,839,7,1335262
2118,Salvia rosmarinus,39.4083,2.74528,17.3,616,7.2,21,3,579
2120,Briza media,47.4728,10.0678,4.7,2209,6.0,1,1,1
2123,Solidago virgaurea,68.1639,17.5182,0.0,615,3.3,340,1,1417800
2126,Plantago lanceolata,60.2355,19.5432,6.3,527,7.6,1,1,1
2133,Tamarix aphylla,32.91,2.5,19.3,127,,22,4,518
2137,Stachys sylvatica,50.8516,4.91323,10.4,729,5.928,12,1,384
2138,Stachys sylvatica,50.8629,4.90779,10.4,751,5.262,131,1,72312
2139,Galium verum,58.1075,22.1917,7.0,583,7.1,63,2,8912
2140,Stachys sylvatica,50.8717,4.98648,10.5,734,4.06,5,1,80
2142,Stachys sylvatica,50.8595,4.97775,10.5,738,3.995,18,2,1062
2143,Stachys sylvatica,50.8709,4.98105,10.5,739,5.528,15,3,4721
2144,Scorzoneroides autumnalis,47.47,10.0572,5.6,2113,5.7,31,1,4247
2145,Stachys sylvatica,50.8724,4.98985,10.5,734,5.731,107,2,24553
2148,Stachys sylvatica,50.8461,4.88374,10.4,725,6.085,88,2,24274
2157,Acer platanoides,45.43,-73.94,7.3,1025,5.45,1,1,1
2158,Malus domestica,50.86,5.29,10.4,811,6.9,2,2,8
2160,Triraphis mollis,-23.7667,133.877,22.4,279,5.0,207,1,419382
2161,Botrychium lunaria,46.2042,7.48337,-0.7,1044,5.54,49,2,42398
2162,Alnus glutinosa,50.8625,4.9604,10.5,741,4.667,4,1,44
2164,Malus domestica,51.17,4.6,10.5,789,5.6,11,1,176
2168,Asclepias speciosa,46.3219,-114.129,8.7,295,,61,3,6627
2183,Plantago lanceolata,60.218,19.5405,6.3,522,5.7,22,2,1072
2188,Eragrostis barrelieri,-23.7669,133.876,22.4,278,4.9,10,3,99
2189,Malus domestica,50.86,5.16,10.5,781,6.8,1,1,3
2195,Stachys sylvatica,50.8732,4.93951,10.4,765,4.622,209,2,171468
2198,Talipariti tiliaceum,-17.5592,-149.43,25.6,2598,5.8,3,1,15
2204,Alnus glutinosa,50.8498,4.93659,10.4,739,3.697,74,1,36482
2217,NA_,35.1461,139.157,16.1,1756,,2,1,6
2220,Toxicodendron succedaneum,29.25,118.12,15.6,2110,,3,2,5
2221,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,23,2,4467
2222,Goodenia geniculata,-37.3333,142.15,13.5,643,5.0,1,1,3
2225,Stachys sylvatica,50.8595,4.97775,10.5,738,3.995,29,1,1769
2228,Sorghastrum pellitum,-32.7561,-64.9244,9.8,931,,1,1,1
2230,Alseis blackiana,9.11006,-79.8434,26.1,2921,,3,2,15
2232,Podococcus barteri,0.6172,10.4136,22.2,2432,3.6,4,1,8
2233,Oryza sativa,25.8667,88.672,24.8,1949,5.872,155,2,62330
2236,Alniphyllum fortunei,29.25,118.12,15.6,2110,,2,2,2
2238,NA_,35.1461,139.157,16.1,1756,,7,1,84
2241,Stachys sylvatica,50.8874,4.90163,10.2,811,5.048,129,1,51342
2244,Asclepias speciosa,46.3219,-114.129,8.7,295,,82,2,6568
2247,Alnus glutinosa,50.8867,4.99109,10.4,739,5.396,23,1,1288
2248,Rubus saxatilis,58.28,27.32,5.8,628,,120,2,188384
2253,Oryza sativa,25.8554,88.6774,24.8,1946,5.689,72,1,23400
2256,Cocos nucifera,-15.1242,-148.226,27.0,1872,7.3,10,1,160
2257,Asclepias speciosa,46.3219,-114.129,8.7,295,,641,3,603604
2259,Festuca lenensis,43.0519,104.058,4.1,125,6.7,43,2,4515
2270,Chondrosum gracile,50.7667,-104.617,3.1,412,6.9,17,1,493
2274,Plantago lanceolata,60.1408,20.2683,6.2,548,6.3,760,3,1907512
2275,Lens culinaris,50.3,-107.683,4.0,402,6.5,346,3,347290
2276,Asclepias speciosa,46.3219,-114.129,8.7,295,,182,2,49332
2277,Populus deltoides,30.4689,116.991,17.5,1392,7.95,22,3,1166
2279,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,354,3,1338427
2281,Plantago lanceolata,60.3648,19.7892,6.2,549,,13,1,364
2282,Asclepias speciosa,46.3219,-114.129,8.7,295,,32,2,1384
2363,Plantago lanceolata,60.218,19.5405,6.3,522,5.7,2,1,4
2364,Chimonanthus salicifolius,29.25,118.12,15.6,2110,,5,1,25
2365,Solidago virgaurea,68.1639,17.5182,0.0,615,3.3,109,1,76627
2366,Itea oblonga,29.25,118.12,15.6,2110,,2,1,6
2369,Zea mays,35.3802,139.466,15.9,1589,5.57,1883,3,10936089
2371,Artocarpus altilis,20.7992,-156.038,24.2,2464,,14,1,490
2384,Stachys sylvatica,50.8721,4.98048,10.5,739,5.468,122,2,61469
2385,Stachys sylvatica,50.8506,4.93283,10.5,736,5.301,17,3,785
2387,Stachys sylvatica,50.8721,4.98048,10.5,739,5.468,318,2,255495
2388,Stachys sylvatica,50.8424,4.88869,10.4,725,7.512,54,2,5698
2390,Plantago lanceolata,60.213,19.6715,6.3,504,5.9,2,1,4
2395,Paris incompleta,41.9408,43.4192,7.8,984,4.8,1,1,2
2396,Eragostis tef,-26.0057,29.1969,16.0,757,4.69,83,1,28520
2397,Asclepias speciosa,46.3219,-114.129,8.7,295,,335,3,193785
2399,Nicotiana glauca,38.0334,-1.16275,18.5,299,8.51,720,3,3315234
2400,Asclepias speciosa,46.3219,-114.129,8.7,295,,596,3,366710
2404,Rubus saxatilis,58.28,27.32,5.8,628,,207,2,300126
2411,Voyria tenella,9.11006,-79.8434,26.1,2921,,1,1,1
2413,Veratrum oxysepalum,53.0425,158.67,2.0,929,4.2,6,1,72
2414,Malus domestica,50.76,5.05,10.2,821,4.9,1,1,1
2416,Ruscus aculeatus,43.5911,-1.2481,14.4,1374,,6,1,78
2420,Scorzoneroides autumnalis,64.9456,-23.3558,4.2,1280,4.8,2,1,6
2423,Alnus glutinosa,50.8758,4.9855,10.5,729,3.65,40,1,6960
2424,Alnus glutinosa,50.8756,4.98592,10.5,729,4.083,1,1,1
2429,Stachys sylvatica,50.8581,4.94588,10.5,731,4.09,190,1,402040
2430,Cinnamomum subavenium,29.25,118.12,15.6,2110,,1,1,1
2433,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,14,4,322
2435,Stipa krylovii,47.7578,107.132,-2.4,271,,50,3,4628
2436,Artemisia frigida,43.0519,104.058,4.1,125,6.7,7,1,112
2437,Taraxacum officinale,-52.055,-71.4225,6.3,344,5.3,16,2,652
2438,Phacelia secunda,-38.6485,-71.6461,7.6,1167,5.0,31,2,1613
2441,Cenchrus setaceus,38.0723,-1.15342,17.7,360,8.45,1255,3,5288569
2447,Oryza sativa,25.8365,88.6635,24.8,1936,6.094,85,1,65424
2451,NA_,34.9603,135.938,15.7,1537,,2,2,2
2452,Toxicodendron succedaneum,29.25,118.12,15.6,2110,,12,1,204
2454,Botrychium lunaria,46.1964,7.48528,-0.9,1041,5.02,22,2,3676
2456,Botrychium lunaria,46.2041,7.4834,-0.7,1044,4.84,23,1,9821
2457,Botrychium lunaria,46.0885,7.53909,0.6,844,5.2,80,1,47280
2463,Botrychium lunaria,46.2042,7.48364,-0.7,1044,5.01,128,1,248704
2467,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,55,4,20867
2468,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,39,2,9746
2469,Convallaria majalis,58.28,27.32,5.8,628,,1,1,1
2474,Alnus glutinosa,50.8663,4.97488,10.5,738,5.828,2,2,2
2475,Plantago lanceolata,60.0741,20.1638,6.3,517,5.7,606,2,1340478
2476,Agropyron cristatum,43.5017,104.058,-1.5,171,6.7,4,1,92
2477,Stachys sylvatica,50.8473,4.89068,10.4,725,7.375,54,3,3314
2480,Plantago lanceolata,60.0742,20.1658,6.3,517,7.3,19,2,514
2485,Megathyrsus maximus,-24.6778,28.6608,19.5,581,6.2,3,1,18
2486,Tamarix aphylla,32.91,2.5,19.3,127,,11,3,71
2488,Tamarix aphylla,35.07,3.02,16.3,315,,458,3,1346489
2490,Tamarix aphylla,34.66,3.25,15.1,287,,347,4,826623
2493,Tamarix aphylla,32.91,2.5,19.3,127,,24,2,2071
2494,Tamarix aphylla,35.07,3.02,16.3,315,,181,4,128301
2502,Hyparrhenia hirta,38.0207,-1.16185,18.8,278,7.74,1293,4,5375551
2503,Tamarix aphylla,34.66,3.25,15.1,287,,710,4,4312860
2504,Tamarix aphylla,34.66,3.25,15.1,287,,456,2,1588962
2507,Pallenis spinosa,35.4592,23.8008,18.1,744,6.2,1,1,1
2508,Artocarpus altilis,20.7992,-156.038,24.2,2464,,11,1,407
2511,Triticum aestivum,50.3,-107.683,4.0,402,6.5,8,2,253
2521,Triticum aestivum,50.3,-107.683,4.0,402,6.5,158,2,69358
2522,Cicer arietinum,50.3,-107.683,4.0,402,6.5,50,2,1930
2523,Plantago lanceolata,60.2355,19.5432,6.3,527,7.6,45,2,2772
2524,Asclepias speciosa,46.3219,-114.129,8.7,295,,188,3,27501
2529,Leymus mollis,40.9203,-124.139,13.8,1229,6.6,5,1,65
2530,Nicotiana glauca,38.0334,-1.16275,18.5,299,8.69,903,3,10129172
2531,Plantago lanceolata,60.2182,19.5401,6.3,522,6.5,15,1,270
2542,Enteropogon prieurii,14.5822,-17.0161,25.8,477,6.4,60,1,15300
2543,Digitaria macroblephara,-2.6814,35.1208,20.0,726,6.8,38,3,3927
2551,Asphodelus aestivus,39.4083,2.74528,17.3,616,7.2,37,2,1563
2556,Heliotropium ramosissimum,16.8053,-22.9211,23.3,78,7.5,116,2,42437
2557,Asphodelus aestivus,39.4083,2.74528,17.3,616,7.2,50,3,4980
2569,Conyza pannosa,15.1781,-23.6867,20.6,335,5.2,104,3,30807
2573,Adinandra millettii,29.25,118.12,15.6,2110,,2,1,4
2574,Acer platanoides,45.43,-73.94,7.3,1025,5.7,30,1,2040
2576,Hypochaeris radicata,-37.3333,142.15,13.5,643,5.0,7,1,301
2577,Daphniphyllum oldhamii,29.25,118.12,15.6,2110,,3,2,7
2578,Daphniphyllum oldhamii,29.25,118.12,15.6,2110,,4,2,16
2582,Elymus nutans,33.6667,101.85,1.5,571,5.3,29,3,1121
2589,Plantago lanceolata,60.1407,20.2685,6.2,548,5.7,301,2,307673
2592,Morella rubra,29.25,118.12,15.6,2110,,1,1,1
2593,Montinia caryophyllacea,-33.993,18.9742,14.3,1314,,2,2,2
