sample_id,plant_species,latitude,longitude,MAT,MAP,pH,amf_seq_richness,amf_genus_richness,total_reads
6905,Mercurialis perennis,44.7544,-0.395278,13.5,881,,1,1,1
6906,Digitaria macroblephara,-1.808,35.2133,19.6,902,5.5,1,1,2
6909,Aristida contorta,-23.7669,133.876,22.4,278,4.9,1,1,1
6912,Glandularia dissecta,-32.7689,-64.9405,9.9,832,5.1,6,3,22
6917,Gabonius ngouniensis,0.6172,10.4136,22.2,2432,3.6,7,1,63
6921,Malus domestica,50.88,5.02,10.5,765,7.5,14,1,392
6923,Leymus mollis,40.9209,-124.139,13.8,1229,6.5,32,1,4064
6930,Heterotheca villosa,50.7667,-104.617,3.1,412,6.9,4,1,16
6933,NA_,68.1612,17.5321,0.9,565,3.28,14,1,6272
6936,Oryza sativa,25.8571,88.599,24.8,1905,6.314,14,1,546
6947,Pterocephalus brevis,30.5928,34.7122,16.9,114,,83,2,15884
6948,Digitaria macroblephara,-2.5811,35.1411,20.3,674,7.0,20,2,730
6953,Helianthemum sp.,30.5933,34.7114,16.9,114,,1,1,1
6956,Thymus mastichina,37.4,-2.83333,9.3,622,,14,3,295
6961,Themeda triandra,-1.8444,35.2008,20.0,846,6.0,1,1,13
6967,Thymus zygis,37.4,-2.83333,9.3,622,,6,3,31
6971,Podococcus barteri,0.6172,10.3992,22.7,2080,3.5,3,1,12
6973,Achillea millefolium,68.1672,17.5247,-0.3,661,3.77,6,1,60
6976,Solenogyne dominii,-37.3333,142.15,13.5,643,5.3,5,1,170
6977,Oryza sativa,25.8566,88.5988,24.8,1905,5.83,79,1,39658
6979,Glandularia dissecta,-32.7689,-64.9405,9.9,832,5.1,1,1,1
6981,Taraxacum officinale,-52.055,-71.4225,6.3,344,5.3,3,1,21
6989,Avenella flexuosa,64.42,-15.3978,2.9,1318,4.9,2,1,4
6990,Oryza sativa,25.8468,88.6102,24.8,1894,6.403,6,2,121
6992,Oryza sativa,25.8667,88.672,24.8,1949,5.872,37,1,10431
6993,Hesperostipa comata,50.7667,-104.617,3.1,412,6.2,1,1,1
7000,Lotus jacobaeus,15.1803,-23.6908,20.6,335,5.2,4,2,12
7008,Plantago argentina,-32.7689,-64.9405,9.9,832,5.1,1,1,1
7011,Cardamine bulbifera,41.9333,43.4233,7.8,984,4.2,1,1,1
7024,Solidago virgaurea,68.3935,17.7756,-0.2,685,,3,1,12
7039,Plantago afra,30.5928,34.7122,16.9,114,,11,3,125
7041,Hedera nepalensis,29.4308,79.6394,12.6,2063,4.05,1,1,1
7043,Podococcus barteri,0.6172,10.4136,22.2,2432,3.6,1,1,1
7045,Acer saccharum,39.2361,-86.2205,12.1,1196,5.0,3,1,39
7053,Achillea millefolium,68.1612,17.5321,0.9,565,3.28,28,1,1624
7056,Achillea millefolium,68.1606,17.5148,-0.6,672,,1,1,1
7057,Solidago virgaurea,68.3945,17.7893,-0.5,702,,31,1,1829
7058,NA_,68.1719,17.7351,-1.0,655,4.26,5,1,135
7059,Trifolium repens,68.1694,17.5231,-0.3,661,,17,1,731
7061,NA_,68.3985,17.7791,-0.2,685,4.7,18,1,774
7067,Voyria tenella,9.11006,-79.8434,26.1,2921,,3,1,9
7068,Vachellia erioloba,-24.6778,28.6608,19.5,581,6.2,8,1,92
7071,Voyria tenella,9.07646,-79.7869,26.3,2643,,3,1,9
7076,Achillea millefolium,68.1637,17.6873,-0.1,611,,2,1,96
7078,Oryza sativa,25.8566,88.5988,24.8,1905,5.83,2,1,20
7082,Phagnalon saxatile,39.4086,2.74667,17.3,616,7.3,1,1,1
7084,Rubia peregrina,44.7544,-0.395278,13.5,881,,2,1,4
7086,Solidago virgaurea,68.1639,17.5182,0.0,615,4.41,12,1,384
7087,Oryza sativa,25.8437,88.6846,24.8,1926,6.307,19,1,1349
7098,Artocarpus altilis,20.7992,-156.038,24.2,2464,,1,1,1
7102,Phacelia secunda,-38.6993,-71.6155,8.0,1287,5.7,8,2,70
7103,Androsace incana,47.7578,107.132,-2.4,271,,5,2,29
7107,Voyria tenella,9.11006,-79.8434,26.1,2921,,3,1,15
7109,Citrullus colocynthis,16.8053,-22.9211,23.3,78,7.5,1,1,1
7113,Geum urbanum,44.7544,-0.395278,13.5,881,,137,1,39182
7117,Phacelia secunda,-38.6485,-71.6461,7.6,1167,5.0,12,2,243
7122,Thymus zygis,37.4,-2.83333,9.3,622,,15,3,288
7124,Agrostis capillaris,64.9456,-23.3558,4.2,1280,4.8,1,1,1
7129,Glandularia dissecta,-32.7689,-64.9405,9.9,832,5.1,2,1,4
7130,Microsorum scolopendria,-15.0794,-148.148,27.0,1810,7.3,3,1,9
7135,Simarouba amara,9.11006,-79.8434,26.1,2921,5.5,1,1,1
7137,Betonica officinalis,43.5911,-1.2481,14.4,1374,,1,1,1
7138,Oryza sativa,25.8554,88.6774,24.8,1946,5.689,6,1,120
7169,Ageratum conyzoides,22.3772,81.8992,25.2,1404,5.45,8,4,26
7174,Voyria tenella,9.11006,-79.8434,26.1,2921,,1,1,1
7177,NA_,68.3935,17.7756,-0.2,685,,6,1,102
7189,Prunella vulgaris,64.9456,-23.3558,4.2,1280,4.8,1,1,1
7191,Trifolium repens,68.4182,17.7666,2.5,612,3.33,38,1,3268
7192,Dichanthium annulatum,22.3772,81.8992,25.2,1404,5.45,2,1,138
7193,Achillea millefolium,68.1612,17.5321,0.9,565,3.28,11,1,220
7194,NA_,68.2381,17.4261,2.7,622,3.04,18,1,648
7195,Solidago virgaurea,68.146,17.4845,-0.9,655,3.64,22,1,770
7196,Trifolium pratense,68.2381,17.4261,2.7,622,4.7,20,1,860
7197,Trifolium repens,68.4003,17.7774,0.9,615,,19,1,1064
7198,Solidago virgaurea,68.162,17.5949,1.3,654,4.53,8,1,136
7199,NA_,68.4024,17.7888,1.0,617,3.52,19,1,665
7200,Solidago virgaurea,68.1621,17.6469,0.7,620,3.89,12,1,456
7207,Strobilanthes sp.,29.4308,79.6394,12.6,2063,4.05,1,1,1
7208,Voyria tenella,9.11006,-79.8434,26.1,2921,,4,1,20
7209,Citrullus colocynthis,16.8053,-22.9211,23.3,78,7.5,1,1,1
7221,Cecropia obtusa,4.5542,-52.21,24.5,4062,3.7,1,1,1
7226,Echinochloa colona,14.5781,-17.0172,25.8,472,6.1,1,1,1
7232,Ammophila arenaria,40.9047,-124.145,13.8,1227,6.6,2,1,8
7261,Dichanthium annulatum,22.3744,81.9022,25.3,1262,5.45,1,1,1
7271,Ammophila arenaria,40.9207,-124.139,13.8,1229,6.2,13,1,403
7276,Amphicarpaea bracteata,39.2361,-86.2205,12.1,1196,5.0,2,2,2
7290,Calamagrostis purpurea,56.06,159.912,0.0,477,4.8,1,1,3
7293,Voyria tenella,9.11006,-79.8434,26.1,2921,,8,1,232
7315,Scaevola beckii,-22.1822,166.732,22.2,1720,4.3,3,1,15
7317,Solidago virgaurea,68.3943,17.8007,-0.6,677,,24,1,1296
7323,NA_,68.24,17.4253,2.7,622,2.8,22,1,924
7327,Voyria tenella,9.07646,-79.7869,26.3,2643,,3,1,24
7329,Solidago virgaurea,68.1749,17.8426,-1.0,595,4.4,18,1,540
7330,Achillea millefolium,68.1606,17.5148,-0.6,672,,15,1,1080
7331,Amphicarpaea bracteata,39.2433,-86.2167,12.1,1197,3.5,5,1,25
7333,Oryza sativa,25.8289,88.6651,24.8,1917,5.81,20,1,1840
7337,Sorghastrum pellitum,-32.7689,-64.9405,9.9,832,5.1,3,1,9
7342,Actinotus minor,-33.6753,151.214,17.0,1316,3.8,1,1,1
7344,NA_,68.4106,17.7754,1.9,599,6.57,17,1,731
7347,Salvia rosmarinus,39.4086,2.74667,17.3,616,7.3,3,1,9
7351,Microsorum scolopendria,-15.0794,-148.148,27.0,1810,7.3,3,1,15
7352,Thymus zygis,37.4,-2.83333,9.3,622,,16,2,717
7353,Galium verum,64.8506,-23.2975,3.5,1306,4.4,2,1,10
7355,Trifolium pratense,68.4182,17.7666,2.5,612,3.33,6,1,78
7357,Solidago virgaurea,68.3985,17.7791,-0.2,685,3.34,27,1,1080
7360,Artemisia ludoviciana,50.7667,-104.617,3.1,412,6.2,2,1,4
7381,NA_,68.1672,17.5247,-0.3,661,5.04,1,1,1
7396,Lotus jacobaeus,15.1803,-23.6908,20.6,335,5.2,1,1,1
7397,Ammophila arenaria,40.9195,-124.139,13.8,1229,6.6,1,1,1
7399,Trifolium repens,68.4003,17.7774,0.9,615,,21,1,609
7403,NA_,68.146,17.4845,-0.9,655,3.64,4,1,32
7432,Trifolium repens,68.2381,17.4261,2.7,622,4.7,1,1,1
7443,Achillea millefolium,68.1637,17.6873,-0.1,611,,21,1,819
7453,Triplophyllum vogelii,0.6172,10.4136,22.2,2432,3.6,2,2,2
7462,Lomandra multiflora,-35.1175,138.665,14.6,775,4.5,7,1,49
7469,Solidago virgaurea,68.3985,17.7791,-0.2,685,4.7,1,1,5
7488,Solidago virgaurea,68.4024,17.7888,1.0,617,5.05,19,1,646
7490,Santiria trimera,0.6172,10.3992,22.7,2080,3.5,1,1,1
7491,Pallenis spinosa,35.4592,23.8008,18.1,744,6.2,10,1,170
7493,Combretum micranthum,14.5822,-17.0161,25.8,477,6.4,2,1,6
7498,Malus domestica,50.95,5.14,10.6,749,5.9,6,1,36
7507,NA_,68.1614,17.5384,1.7,535,3.68,1,1,1
7516,Borreria eryngioides,-32.7561,-64.9244,9.8,931,,1,1,1
7533,Trifolium repens,68.3985,17.7791,-0.2,685,4.7,1,1,4
7558,Ammophila arenaria,40.9114,-124.142,13.8,1225,6.4,1,1,1
7565,Gabonius ngouniensis,0.6172,10.4136,22.2,2432,3.6,3,1,9
7588,Solidago virgaurea,68.3935,17.7756,-0.2,685,,3,1,12
7608,Triticum aestivum,50.3,-107.683,4.0,402,6.5,1,1,4
7657,Ammophila arenaria,40.9054,-124.145,13.8,1227,6.4,2,1,4
7670,Ammophila arenaria,40.9176,-124.14,13.8,1229,6.5,6,1,114
7689,Citrullus colocynthis,16.8053,-22.9211,23.3,78,7.5,6,1,60
7695,Gabonius ngouniensis,0.6172,10.4136,22.2,2432,3.6,2,1,4
7704,Geranium erianthum,56.06,159.912,0.0,477,4.8,3,2,5
7715,Leymus mollis,40.9114,-124.142,13.8,1225,6.4,1,1,2
7716,Daucus annuus,15.1803,-23.6908,20.6,335,5.2,1,1,2
7719,Eperua falcata,5.2583,-52.9297,26.1,2590,3.9,1,1,1
7724,Leymus mollis,40.9176,-124.14,13.8,1229,6.5,3,1,27
7727,Saxifraga cespitosa,78.2006,15.8153,-5.9,275,5.7,1,1,1
7740,Ranunculus sulphureus,78.2006,15.8153,-5.9,275,5.7,2,1,6
7741,Erodium crassifolium,30.5928,34.7122,16.9,114,,1,1,1
7780,Solidago virgaurea,68.3935,17.7756,-0.2,685,,1,1,1
7798,Citrus sinensis,24.8806,-99.6244,23.7,681,8.48,11,2,170
7803,Citrus sinensis,24.8806,-99.6244,23.7,681,8.48,1018,6,2532278
7807,Glycine max,24.8807,-99.6236,23.7,681,8.14,5273,4,78979890
7809,Capsicum annuum,24.8807,-99.6235,23.7,681,8.14,3724,4,40319106
7811,Glycine max,24.8807,-99.6236,23.7,681,8.14,5172,3,109729534
7812,Citrus sinensis,24.8806,-99.6244,23.7,681,8.48,5296,4,74796110
7813,Glycine max,24.8807,-99.6236,23.7,681,8.14,11251,3,432636178
7818,Citrus sinensis,24.8806,-99.6244,23.7,681,8.48,11,3,118
7819,Citrus sinensis,24.8806,-99.6244,23.7,681,8.48,63,4,4241
7820,Zea mays,44.5,-123.23,12.3,1218,5.96,540,2,1051960
7821,Capsicum annuum,24.8807,-99.6235,23.7,681,8.14,352,4,289284
7826,Glycine max,24.8807,-99.6236,23.7,681,8.14,2776,4,16642785
7827,Glycine max,24.8807,-99.6236,23.7,681,8.14,3453,5,14004150
7828,Capsicum annuum,24.8807,-99.6235,23.7,681,8.14,6280,4,85738376
7829,Calamagrostis epigejos,50.2335,12.6547,7.2,789,8.008,1,1,4
7830,Capsicum annuum,24.8807,-99.6235,23.7,681,8.14,8,3,58
7834,Solanum tuberosum,-17.166,-65.6436,12.0,2807,5.3,1,1,2
7837,Citrus sinensis,24.8806,-99.6244,23.7,681,8.48,681,5,917415
7838,Glycine max,24.8807,-99.6236,23.7,681,8.14,6506,2,156601372
7839,Capsicum annuum,24.8807,-99.6235,23.7,681,8.14,6079,4,133867662
7840,Citrus sinensis,24.8806,-99.6244,23.7,681,8.48,8726,5,243982544
7841,Citrus sinensis,24.8806,-99.6244,23.7,681,8.48,1830,3,8427128
7846,Euphorbia esula,46.7008,-114.021,7.8,460,6.6,545,7,1501492
7848,Centaurea stoebe,46.7019,-114.022,7.8,460,6.7,221,6,306025
7851,Solanum tuberosum,-3.53939,-79.2257,13.3,700,4.45,51,1,72522
7860,Capsicum annuum,24.8807,-99.6235,23.7,681,8.14,4,3,12
7862,Solanum tuberosum,-12.2446,-75.0511,7.2,625,4.36,100,1,30000
7864,Zea mays,44.5,-123.23,12.3,1218,5.96,347,3,442833
7871,Zea mays,44.5,-123.23,12.3,1218,5.88,834,1,3009072
7872,Glycine max,24.8807,-99.6236,23.7,681,8.14,1466,2,12244004
7873,Capsicum annuum,24.8807,-99.6235,23.7,681,8.14,4599,4,59260878
7875,Zea mays,44.5,-123.23,12.3,1218,5.96,127,2,37098
7877,Zea mays,44.5,-123.23,12.3,1218,5.88,744,1,2604000
7878,Zea mays,44.5,-123.23,12.3,1218,5.88,614,1,1535000
7879,Zea mays,44.5,-123.23,12.3,1218,5.88,898,1,3990712
7880,Zea mays,44.5,-123.23,12.3,1218,5.88,811,2,2621164
7881,Zea mays,44.5,-123.23,12.3,1218,5.96,356,3,550544
7882,Zea mays,44.5,-123.23,12.3,1218,5.96,625,2,2377376
7883,Zea mays,44.5,-123.23,12.3,1218,5.96,672,1,2786112
7884,Zea mays,44.5,-123.23,12.3,1218,5.88,811,1,2674678
7885,Zea mays,44.5,-123.23,12.3,1218,5.96,326,2,649184
7886,Zea mays,44.5,-123.23,12.3,1218,5.96,468,2,1185248
7887,Zea mays,44.5,-123.23,12.3,1218,5.96,407,2,860722
7888,Zea mays,44.5,-123.23,12.3,1218,5.88,177,2,139557
7889,Zea mays,44.5,-123.23,12.3,1218,5.7,797,1,3500424
7890,Zea mays,44.5,-123.23,12.3,1218,5.88,307,1,499182
7891,Zea mays,44.5,-123.23,12.3,1218,5.88,1199,1,5520196
7892,Zea mays,44.5,-123.23,12.3,1218,5.7,973,1,5390420
7893,Zea mays,44.5,-123.23,12.3,1218,5.96,822,1,2827680
7894,Zea mays,44.5,-123.23,12.3,1218,5.88,567,1,1761102
7895,Zea mays,44.5,-123.23,12.3,1218,5.88,265,2,417122
7896,Capsicum annuum,24.8807,-99.6235,23.7,681,8.14,3135,4,28421934
7901,Zea mays,44.5,-123.23,12.3,1218,5.96,500,2,1173944
7904,Solanum tuberosum,-4.00044,-79.1801,15.4,777,4.91,4,1,80
7907,Zea mays,44.5,-123.23,12.3,1218,5.7,291,1,451050
7909,Centaurea stoebe,46.9981,-114.095,7.1,542,6.6,242,8,121773
7912,Centaurea stoebe,46.7409,-114.002,7.4,457,6.6,225,5,88151
7915,Glycine max,24.8807,-99.6236,23.7,681,8.14,10753,2,402017282
7918,Capsicum annuum,24.8807,-99.6235,23.7,681,8.14,68,2,14132
7919,Glycine max,24.8807,-99.6236,23.7,681,8.14,2676,4,12189562
7920,Solanum tuberosum,-17.166,-66.0844,7.2,1705,5.2,168,1,250488
7922,Solanum tuberosum,-11.8873,-75.4181,8.2,983,7.36,44,2,4216
7923,Euphorbia esula,46.9035,-113.982,7.9,432,6.5,177,9,29358
7925,Solanum tuberosum,-4.00044,-79.1801,15.4,777,4.91,116,2,18353
7931,Glycine max,24.8807,-99.6236,23.7,681,8.14,3252,4,20840750
7932,Calamagrostis epigejos,50.2445,12.6793,7.3,723,7.909,31,2,2838
7933,Glycine max,24.8807,-99.6236,23.7,681,8.14,2603,4,5652424
7935,Zea mays,44.5,-123.23,12.3,1218,5.88,948,1,4131384
7937,Zea mays,44.5,-123.23,12.3,1218,5.88,765,1,2861100
7939,Zea mays,44.5,-123.23,12.3,1218,5.88,1265,1,6421140
7940,Zea mays,44.5,-123.23,12.3,1218,5.88,1357,1,11634918
7946,Calamagrostis epigejos,50.2335,12.6547,7.2,789,7.94,105,2,193452
7947,Capsicum annuum,24.8807,-99.6235,23.7,681,8.14,3020,3,21358744
7950,Zea mays,44.5,-123.23,12.3,1218,5.7,716,2,3617774
7952,Zea mays,44.5,-123.23,12.3,1218,5.88,302,1,402264
7954,Euphorbia esula,46.7355,-114.025,8.0,439,6.8,453,5,846950
7957,Zea mays,44.5,-123.23,12.3,1218,5.88,361,1,516230
7959,Calamagrostis epigejos,50.2371,12.6617,7.3,744,7.703,153,3,122763
7963,Euphorbia esula,46.9329,-114.031,8.1,446,6.5,164,7,73596
7965,Zea mays,44.5,-123.23,12.3,1218,5.88,755,1,3421660
7966,Zea mays,44.5,-123.23,12.3,1218,5.88,763,1,2443126
7968,Solanum tuberosum,-17.166,-65.6436,12.0,2807,5.3,1,1,3
7969,Zea mays,44.5,-123.23,12.3,1218,5.7,731,2,1750542
7970,Calamagrostis epigejos,50.2386,12.6872,7.6,725,8.031,1,1,2
7973,Centaurea stoebe,46.8474,-113.979,7.3,472,6.9,229,8,75500
7975,Euphorbia esula,46.8449,-113.984,8.4,407,6.9,32,5,992
7977,Zea mays,44.5,-123.23,12.3,1218,5.88,612,1,1479816
7984,Capsicum annuum,24.8807,-99.6235,23.7,681,8.14,1883,4,8745669
7985,Zea mays,44.5,-123.23,12.3,1218,5.88,1522,1,9749932
7989,Zea mays,44.5,-123.23,12.3,1218,5.7,852,1,4723488
7990,Zea mays,44.5,-123.23,12.3,1218,5.88,606,1,1490760
7991,Centaurea stoebe,46.9061,-113.984,7.7,474,6.7,54,6,4284
7993,Centaurea stoebe,48.908,-122.755,11.2,955,7.6,11,1,352
7998,Zea mays,44.5,-123.23,12.3,1218,5.7,966,1,4518948
8000,Bromus tectorum,46.6999,-114.02,7.8,460,6.7,87,1,58986
8001,Citrus sinensis,24.8806,-99.6244,23.7,681,8.48,446,3,470480
8002,Zea mays,44.5,-123.23,12.3,1218,5.88,877,1,2229334
8004,Bromus tectorum,46.9029,-113.98,7.9,432,6.5,72,4,19087
8006,Zea mays,44.5,-123.23,12.3,1218,5.7,606,2,2065471
8007,Potentilla recta,48.841,-122.305,11.2,963,5.7,30,1,3120
8009,Zea mays,44.5,-123.23,12.3,1218,5.88,848,1,3424224
8010,Solanum tuberosum,-11.8873,-75.4181,8.2,983,7.36,13,1,299
8018,Zea mays,44.5,-123.23,12.3,1218,5.88,1169,2,4735073
8021,Glycine max,24.8807,-99.6236,23.7,681,8.14,541,2,978608
8022,Zea mays,44.5,-123.23,12.3,1218,5.88,424,2,598971
8023,Zea mays,44.5,-123.23,12.3,1218,5.96,250,2,165536
8024,Solanum tuberosum,-0.370597,-78.5569,10.8,1539,5.54,1,1,2
8027,Calamagrostis epigejos,50.2477,12.6704,7.3,724,8.0445,13,1,126
8028,Solanum tuberosum,-12.0286,-75.2674,10.8,558,5.71,159,2,67455
8033,Solanum tuberosum,-0.370597,-78.5569,10.8,1539,5.54,4,1,40
8035,Zea mays,44.5,-123.23,12.3,1218,5.88,574,2,1654767
8037,Capsicum annuum,24.8807,-99.6235,23.7,681,8.14,6,2,40
8038,Zea mays,44.5,-123.23,12.3,1218,5.96,1015,2,4151318
8040,Centaurea stoebe,46.677,-113.987,7.3,483,6.6,44,3,3408
8043,Zea mays,44.5,-123.23,12.3,1218,5.88,246,1,275028
8044,Centaurea stoebe,47.742,-117.753,8.8,466,6.1,4,2,27
8045,Zea mays,44.5,-123.23,12.3,1218,5.7,698,1,1918104
8046,Solanum tuberosum,-4.00044,-79.1801,15.4,777,4.91,148,1,59496
8051,Solanum tuberosum,-11.2673,-75.1158,6.3,2151,6.23,451,1,847880
8052,Calamagrostis epigejos,50.2382,12.6586,7.3,744,7.4395,150,1,142800
8053,Zea mays,44.5,-123.23,12.3,1218,5.96,731,2,1536910
8054,Zea mays,44.5,-123.23,12.3,1218,5.88,334,1,486972
8055,Zea mays,44.5,-123.23,12.3,1218,5.88,1174,2,5430991
8056,Potentilla recta,46.678,-113.989,7.3,483,6.6,2,2,4
8057,Zea mays,44.5,-123.23,12.3,1218,5.96,155,2,64500
8058,Solanum tuberosum,-17.166,-65.6436,12.0,2807,5.3,10,1,220
8059,Zea mays,44.5,-123.23,12.3,1218,5.88,1105,1,6689670
8062,Zea mays,44.5,-123.23,12.3,1218,5.7,759,2,6627953
8070,Solanum tuberosum,-11.8873,-75.4181,8.2,983,7.36,328,1,481176
8072,Zea mays,44.5,-123.23,12.3,1218,5.7,422,1,714868
8076,Zea mays,44.5,-123.23,12.3,1218,5.88,122,1,60756
8078,Centaurea stoebe,46.9584,-114.036,6.9,517,6.4,234,8,86708
8079,Zea mays,44.5,-123.23,12.3,1218,5.88,782,2,2570884
8080,Solanum tuberosum,-4.00044,-79.1801,15.4,777,4.91,30,2,3888
8081,Solanum tuberosum,-11.8873,-75.4181,8.2,983,7.36,2,1,8
8084,Zea mays,44.5,-123.23,12.3,1218,5.88,175,1,105700
8089,Zea mays,44.5,-123.23,12.3,1218,5.88,383,2,735342
8090,Potentilla recta,46.69,-113.984,6.5,514,6.0,21,2,1338
8092,Zea mays,44.5,-123.23,12.3,1218,5.88,189,1,118314
8093,Potentilla recta,46.677,-113.987,7.3,483,7.1,12,2,248
8097,Bromus tectorum,46.9332,-114.032,8.1,446,6.3,338,4,634368
8098,Calamagrostis epigejos,50.2329,12.6492,7.2,829,7.805,20,4,769
8099,Zea mays,44.5,-123.23,12.3,1218,5.88,889,1,2748788
8100,Zea mays,44.5,-123.23,12.3,1218,5.96,690,2,2231880
8101,Zea mays,44.5,-123.23,12.3,1218,5.88,364,1,508872
8102,Zea mays,44.5,-123.23,12.3,1218,5.7,472,1,1310272
8103,Zea mays,44.5,-123.23,12.3,1218,5.88,226,1,230972
8104,Zea mays,44.5,-123.23,12.3,1218,5.96,411,2,822098
8107,Solanum tuberosum,-3.53436,-79.2214,12.6,730,4.4,60,4,5961
8109,Zea mays,44.5,-123.23,12.3,1218,5.96,1003,2,4997978
8111,Zea mays,44.5,-123.23,12.3,1218,5.7,199,1,171140
8119,Calamagrostis epigejos,50.237,12.6588,7.3,744,7.5215,78,2,7839
8120,Zea mays,44.5,-123.23,12.3,1218,5.88,492,2,953523
8121,Bromus tectorum,46.9953,-114.101,7.2,529,6.5,244,6,247820
8124,Zea mays,44.5,-123.23,12.3,1218,5.88,246,1,254856
8125,Zea mays,44.5,-123.23,12.3,1218,5.88,629,1,1973802
8126,Zea mays,44.5,-123.23,12.3,1218,5.7,743,1,3631784
8132,Solanum tuberosum,-17.166,-66.0844,7.2,1705,5.2,4,1,60
8134,Zea mays,44.5,-123.23,12.3,1218,5.88,354,1,459492
8138,Potentilla recta,46.69,-113.984,6.5,514,6.4,24,3,1411
8141,Zea mays,44.5,-123.23,12.3,1218,5.88,1076,1,5676976
8142,Zea mays,44.5,-123.23,12.3,1218,5.88,606,1,1285932
8146,Zea mays,44.5,-123.23,12.3,1218,5.88,521,1,1119108
8153,Zea mays,44.5,-123.23,12.3,1218,5.7,603,1,1850004
8157,Zea mays,44.5,-123.23,12.3,1218,5.7,735,2,3979318
8159,Solanum tuberosum,-12.0286,-75.2674,10.8,558,5.71,6,1,66
8161,Calamagrostis epigejos,50.2368,12.6795,7.5,716,7.94,15,2,1514
8163,Zea mays,44.5,-123.23,12.3,1218,5.88,723,1,3343152
8166,Calamagrostis epigejos,50.2323,12.6554,7.3,794,7.661,1,1,16
8170,Zea mays,44.5,-123.23,12.3,1218,5.88,344,1,454080
8173,Solanum tuberosum,-3.53436,-79.2214,12.6,730,4.4,4,1,44
8176,Solanum tuberosum,-17.4493,-65.6159,6.0,953,4.9,20,1,1040
8177,Zea mays,44.5,-123.23,12.3,1218,5.7,1079,1,4911608
8179,Zea mays,44.5,-123.23,12.3,1218,5.88,123,1,71094
8182,Zea mays,44.5,-123.23,12.3,1218,5.88,157,1,95456
8185,Solanum tuberosum,-0.370597,-78.5569,10.8,1539,5.54,20,1,740
8189,Solanum tuberosum,-17.166,-65.6436,12.0,2807,5.3,249,1,194220
8194,Calamagrostis epigejos,50.2379,12.672,7.5,715,7.66,2,1,8
8196,Zea mays,44.5,-123.23,12.3,1218,5.88,181,2,121049
8197,Solanum tuberosum,-3.53436,-79.2214,12.6,730,4.4,2,2,3
8200,Solanum tuberosum,-11.8873,-75.4181,8.2,983,7.36,23,1,1380
8201,Zea mays,44.5,-123.23,12.3,1218,5.7,98,1,53900
8205,Bromus tectorum,46.8537,-113.975,6.5,494,6.5,97,5,19802
8207,Solanum tuberosum,-0.370597,-78.5569,10.8,1539,5.54,19,1,722
8208,Zea mays,44.5,-123.23,12.3,1218,5.88,786,1,3139284
8212,Zea mays,44.5,-123.23,12.3,1218,5.88,534,1,1113924
8213,Zea mays,44.5,-123.23,12.3,1218,5.7,150,1,192000
8218,Zea mays,44.5,-123.23,12.3,1218,5.88,273,1,218946
8219,Solanum tuberosum,-4.00044,-79.1801,15.4,777,4.91,257,1,827026
8221,Zea mays,44.5,-123.23,12.3,1218,5.88,532,1,1793904
8226,Zea mays,44.5,-123.23,12.3,1218,5.88,424,1,490144
8227,Solanum tuberosum,-12.2446,-75.0511,7.2,625,4.36,141,1,153972
8231,Solanum tuberosum,-17.166,-66.0844,7.2,1705,5.2,77,1,63294
8234,Solanum tuberosum,-17.4493,-65.6159,6.0,953,4.9,34,1,3808
8239,Centaurea stoebe,48.848,-122.416,11.1,995,5.8,12,1,504
8243,Calamagrostis epigejos,50.2414,12.7034,7.8,727,7.874,48,1,31200
8245,Zea mays,44.5,-123.23,12.3,1218,5.96,184,2,102836
8254,Zea mays,44.5,-123.23,12.3,1218,5.96,196,2,176070
8263,Potentilla recta,46.677,-113.987,7.3,483,6.5,3,1,18
8271,Solanum tuberosum,-11.2673,-75.1158,6.3,2151,6.23,1,1,2
8283,Centaurea stoebe,48.787,-122.708,11.3,875,7.6,14,1,924
8293,Potentilla recta,46.678,-113.989,7.3,483,6.5,5,2,42
8298,Zea mays,44.5,-123.23,12.3,1218,5.88,115,1,54510
8317,Centaurea stoebe,46.678,-113.989,7.3,483,6.7,10,1,260
8318,Solanum tuberosum,-11.2673,-75.1158,6.3,2151,6.23,12,1,252
8348,Solanum tuberosum,-17.166,-65.6436,12.0,2807,5.3,1,1,1
8351,Solanum tuberosum,-11.8873,-75.4181,8.2,983,7.36,33,1,5280
8354,Calamagrostis epigejos,50.2494,12.7063,7.6,695,8.03,3,2,26
8377,Solanum tuberosum,-17.3128,-68.125,6.7,390,6.9,1,1,1
8380,Solanum tuberosum,-17.4493,-65.6159,6.0,953,4.9,1,1,2
8392,Calamagrostis epigejos,50.1879,12.6335,8.1,701,7.116,9,1,828
8410,Solanum tuberosum,-17.166,-66.0844,7.2,1705,5.2,2,1,18
8411,Solanum tuberosum,-17.166,-65.6436,12.0,2807,5.3,2,1,8
8421,Solanum tuberosum,-17.166,-66.0844,7.2,1705,5.2,1,1,2
8429,Calamagrostis epigejos,50.237,12.6588,7.3,744,7.715,1,1,2
8455,Solanum tuberosum,-3.53939,-79.2257,13.3,700,4.45,1,1,3
